household_id,has_labourer,hh_floors,hh_units,hh_under6yr,hh_over6yr,hh_maids,hh_under6yr_present,hh_over6yr_present,hh_tenure,hh_veh,hh_bikes,ptdist,hhincome,hhproptype,hhproptype_other,geocode,community,road,building,poi,emirate,interviewer_id,interviewer_company,interview_date,interview_time,interviewer_company_name,interviewer_company_num,home_zone_id
1199,False,1,3,0,4,0,0,4,1,2,0,3,4,1,,"25.165601,55.231951",Umm Seqeim,-,-,-,1,i4005,i4,2014-05-05,20:14:00,,357,678
1200,False,1,4,0,6,0,0,6,1,3,0,2,7,1,,"25.170543,55.225439",Umm Seqeim 1,Al Zand Street,VILLA,Spinney's,1,i4018,i4,2014-05-05,19:05:00,,356,626
1201,False,1,6,0,4,0,0,4,2,5,0,3,9,1,,"25.170543,55.225439",Umm Suqeim 1,Umm Al Sheif Street,VILLA,-,1,i4018,i4,2014-05-05,19:45:00,,356,626
1202,False,1,1,0,2,0,0,2,2,2,0,3,7,1,,"25.170543,55.225439",Umm Suqeim 1,Umm Al Sheif Street,-,-,1,i4018,i4,2014-05-05,20:27:00,,356,626
1203,False,1,1,0,2,0,0,2,2,2,0,3,6,1,,"25.170543,55.225439",Umm Suqeim 1,Umm Al Sheif Street,-,-,1,i4018,i4,2014-05-05,20:39:00,,356,626
1204,False,1,1,0,2,0,0,2,2,1,0,3,7,1,,"25.169854,55.224978",Umm Suqeim 1,Umm Al Sheif ,-,-,1,i4018,i4,2014-05-05,20:49:00,,356,626
1205,False,2,1,0,2,0,0,2,2,2,0,4,7,1,,"25.169834,55.225085",UMM SUQUEIM 1,-,-,-,1,i4015,i4,2014-05-05,19:20:00,,356,626
1207,False,1,4,0,2,0,0,2,1,1,0,3,10,1,,"25.140390,55.192974",burj al arab,-,-,-,1,i4008,i4,2014-05-06,19:52:00,,366,761
1208,False,2,8,0,3,0,0,3,1,5,2,4,10,1,,"25.141516,55.197630",umm suqaim third,5B,13,-,1,i4008,i4,2014-05-06,20:37:00,,366,760
1209,False,1,2,2,5,0,2,5,1,4,0,2,8,1,,"25.148043,55.201106",Umm Sequiem 2,-,-,-,1,i4010,i4,2014-05-06,17:14:00,,362,749
1210,False,1,2,0,4,0,0,4,2,2,0,2,4,1,,"25.153792,55.205891",Umm Sequiem 2,-,-,-,1,i4010,i4,2014-05-06,18:28:00,,362,745
1211,False,1,2,0,5,0,0,5,3,2,0,2,4,4,,"25.144741,55.204518",Umm Sequim 2,-,-,-,1,i4010,i4,2014-05-06,19:25:00,,362,747
1212,False,1,2,0,2,0,0,2,2,1,0,2,4,4,,"25.144411,55.204861",Umm Sequiem,-,-,-,1,i4010,i4,2014-05-06,19:38:00,,362,747
1215,False,2,1,0,3,0,0,2,2,2,0,2,6,1,,"25.146839,55.206020",Umm Sequim ,-,-,-,1,i4021,i4,2014-05-06,20:18:00,,362,747
1217,False,2,1,0,3,0,0,3,2,2,0,3,10,1,,"25.141963,55.197415",Umm Suqeim 3,5 B Street,64,-,1,i4004,i4,2014-05-06,19:46:00,,366,760
1218,False,2,1,0,2,0,0,2,1,4,0,1,10,1,,"25.143323,55.195463",Umm Suqeim 3,5 B Street,16,-,1,i4004,i4,2014-05-06,20:39:00,,366,760
1219,False,2,1,0,9,0,0,9,1,5,0,3,10,1,,"25.141089,55.199389",Umm Suqeim 3,24A Street,69,-,1,i4009,i4,2014-05-06,20:14:00,,366,760
1221,False,2,1,0,10,0,0,10,1,4,0,4,9,1,,"25.141400,55.197587",Umm Suqeim 3,Street 7,-,-,1,i4014,i4,2014-05-06,20:05:00,,366,760
1223,False,2,1,0,1,0,0,1,1,7,0,4,8,1,,"25.145945,55.194722",Umm Suqiem 3,-,-,-,1,i4014,i4,2014-05-06,20:58:00,,366,759
1224,False,2,1,0,4,0,0,4,2,2,0,3,6,1,,"25.151714,55.222735",safa 2,-,-,-,1,i4011,i4,2014-05-06,18:24:00,,357,687
1225,False,2,1,0,3,0,0,3,2,1,0,3,10,1,,"25.152044,55.222692",safa 2,-,-,-,1,i4011,i4,2014-05-06,18:50:00,,357,687
1226,False,2,1,2,4,0,2,4,2,3,0,3,10,1,,"25.151840,55.223004",Safa 2,-,-,-,1,i4011,i4,2014-05-06,18:59:00,,357,687
1227,False,2,1,0,3,0,0,3,2,2,0,3,10,1,,"25.152151,55.223154",Safa 2,-,-,-,1,i4011,i4,2014-05-06,19:32:00,,357,687
1229,False,1,1,0,4,0,0,4,2,2,0,3,10,1,,"25.160852,55.221609",Al Safa 2,-,-,-,1,i4005,i4,2014-05-06,19:39:00,,357,684
1230,False,1,1,0,3,0,0,3,1,3,0,3,8,1,,"25.160852,55.221609",Al Safa 2,-,-,-,1,i4005,i4,2014-05-06,19:52:00,,357,684
1231,False,1,1,0,4,0,0,4,1,2,0,3,10,1,,"25.160852,55.221609",Al Safa 2,-,-,-,1,i4005,i4,2014-05-06,20:06:00,,357,684
1232,False,1,1,0,4,0,0,4,1,2,0,3,7,1,,"25.161017,55.221394",Al Safa 2,Al Manara Road,-,-,1,i4018,i4,2014-05-06,20:23:00,,357,684
1233,False,1,1,2,3,0,2,3,2,2,0,3,10,1,,"25.160949,55.221641",Al Safa 2,Al Manara Road,-,-,1,i4018,i4,2014-05-06,20:38:00,,357,684
1234,False,1,1,0,5,0,0,5,2,3,0,3,7,1,,"25.157308,55.221405",Al Safa 2,-,-,-,1,i4019,i4,2014-05-06,18:22:00,,357,684
1235,False,1,1,0,3,0,0,3,2,2,0,3,7,1,,"25.156628,55.220869",Al Safa 2,-,-,-,1,i4019,i4,2014-05-06,18:52:00,,357,684
1236,False,1,1,0,4,0,0,4,1,4,0,3,9,1,,"25.157366,55.220557",Al Safa 2,-,-,-,1,i4019,i4,2014-05-06,19:45:00,,357,684
1237,False,2,1,0,5,0,0,5,2,3,0,3,8,1,,"25.163697,55.230256",AL SAFA 2,12A STREET,-,VILLA 22,1,i4015,i4,2014-05-06,19:46:00,,357,678
1238,False,2,1,0,2,0,0,2,2,2,0,3,7,1,,"25.164756,55.231286",AL SAFA 2,-,-,-,1,i4015,i4,2014-05-06,20:07:00,,357,678
1240,False,2,1,0,8,0,0,8,1,6,0,3,9,1,,"25.163882,55.229205",AL SAFA 2,12 A STREET,VILLA 26,,1,i4015,i4,2014-05-06,20:55:00,,357,678
1241,False,2,1,0,4,0,0,4,2,3,0,3,7,1,,"25.164416,55.231855",AL SAFA 2,,,VILLA 18,1,i4015,i4,2014-05-06,21:14:00,,357,678
1242,False,2,1,0,3,0,0,3,2,3,0,3,9,1,,"25.164901,55.232059",AL SAFA 2,,AL HAMRA VILLA 7,,1,i4015,i4,2014-05-06,21:45:00,,357,678
1243,False,2,1,0,6,0,0,6,1,5,0,3,9,1,,"25.162163,55.230471",Al Safa 2,-,-,-,1,i4016,i4,2014-05-06,19:58:00,,357,678
1246,False,2,1,0,6,0,0,6,1,3,2,3,10,1,,"25.144857,55.206363",Umm Suqeim 2,38 B Street,60,-,1,i4004,i4,2014-05-07,17:44:00,,362,747
1247,False,2,1,0,4,0,0,4,2,2,0,3,10,1,,"25.144313,55.206041",Umm Suqeim 2,38 B street,52,-,1,i4004,i4,2014-05-07,18:10:00,,362,747
1248,False,2,1,3,2,2,3,2,2,2,0,9,10,1,,"25.148218,55.207822	",Umm Suqeim 2,29 C Street,47,-,1,i4004,i4,2014-05-07,19:42:00,,362,747
1249,False,2,1,0,2,0,0,2,2,2,0,9,10,1,,"25.146431,55.208058",Umm Suqeim 2,40 C street,92,-,1,i4004,i4,2014-05-07,20:13:00,,362,747
1250,False,2,1,0,7,4,0,7,1,4,0,2,10,1,,"25.141264,55.214925",al manara,-,-,-,1,i4001,i4,2014-05-07,20:04:00,,363,757
1253,False,2,2,0,4,2,0,4,2,4,0,2,7,1,,"25.141691,55.207264",Al Manara,2D,-,-,1,i4003,i4,2014-05-07,19:50:00,,363,755
1254,False,2,1,1,4,0,1,4,2,2,0,2,8,1,,"25.142041,55.207393",Al Manara,2d,Villa 91B,-,1,i4003,i4,2014-05-07,20:06:00,,363,755
1256,False,2,9,1,5,1,1,5,2,2,3,1,10,1,,"25.146314,55.207865",umm suqaim 2,40C,-,-,1,i4008,i4,2014-05-07,19:05:00,,362,747
1259,False,1,2,0,3,0,0,3,3,0,0,2,4,1,,"25.141711,55.208273",Manara,-,-,-,1,i4010,i4,2014-05-07,20:01:00,,363,755
1261,False,1,2,0,4,0,0,4,1,4,0,3,10,1,,"25.141536,55.208273",Al Manara,4B,-,-,1,i4021,i4,2014-05-07,19:49:00,,363,755
1264,False,1,2,0,3,0,0,3,2,2,0,4,7,1,,"25.169359,55.226104",UMM SUQUEIM 1,1B STREET,-,-,1,i4015,i4,2014-05-05,20:08:00,,356,626
1265,False,2,2,0,5,0,0,5,3,1,0,2,4,5,,"25.239766,55.323050",UMM HURAIR 2,,,,1,I4015,i4,2014-04-28,18:29:00,,315,505
1266,False,2,1,0,5,0,0,5,3,3,0,2,9,1,,"25.239727,55.322471",UMM HURAIR 2,STREET 12,,,1,I4015,i4,2014-04-28,19:28:00,,315,505
1267,False,2,45,0,7,0,0,7,2,2,0,2,3,3,,"25.235622,55.320765",umm hurair2,,,,1,I4015,i4,2014-04-28,20:32:00,,315,505
1268,False,3,30,0,4,0,0,3,2,0,0,1,10,3,,"25.257679,55.307450",Umm Hurrair 1,2nd Street,A,-,1,i4004,i4,2014-04-28,18:29:00,,314,480
1269,False,2,2,1,2,0,1,2,2,1,1,3,2,1,,"25.239436,55.322803",umm hurair 2,-,-,-,1,I4011,i4,2014-04-28,18:42:00,,315,505
1271,False,3,50,2,3,0,2,3,3,0,0,2,2,5,,"25.236583,55.320507",Umm Hurair 2,-,-,-,1,i4013,i4,2014-04-28,20:42:00,,315,505
1273,False,2,1,1,4,0,1,4,2,5,0,3,8,4,,"25.238660,55.322782",Al Hurair,-,,-,1,i4016,i4,2014-04-28,19:44:00,,315,505
1274,False,3,52,1,1,0,1,1,2,2,0,2,5,3,,"25.236447,55.320776",Al hurair 2,-,-,-,1,i4016,i4,2014-04-28,20:39:00,,315,505
1275,False,3,15,0,2,0,0,2,2,0,0,3,7,3,,"25.254759,55.305766",bur dubai,-,-,-,1,i4017,i4,2014-04-28,18:40:00,,314,483
1276,False,2,8,0,4,0,0,4,2,4,1,4,3,1,,"25.239514,55.323114",Umm Hurair 2,-,8,-,1,I4009,i4,2014-04-28,18:42:00,,315,505
1280,False,3,30,2,3,0,2,3,2,1,0,3,3,4,,"25.236127,55.321902",Umm Hurair 2,-,-,-,1,i4007,i4,2014-04-28,20:59:00,,315,505
1281,False,3,40,0,1,0,0,1,2,0,0,2,1,3,,"25.257388,55.307043",umm hurair,-,-,-,1,I4001,i4,2014-04-28,18:28:00,,314,480
1282,False,4,40,0,1,0,0,1,2,0,0,1,3,3,,"25.257524,55.306914",Um Hurrair,-,-,-,1,I4001,i4,2014-04-28,18:45:00,,314,480
1283,False,4,21,0,3,0,0,3,2,0,0,2,2,3,,"25.256981,55.307364",umm hurair,-,-,-,1,I4001,i4,2014-04-28,20:01:00,,314,480
1284,False,3,92,0,4,0,0,4,2,0,0,2,2,3,,"25.256923,55.306656",umm hurair,-,-,-,1,I4001,i4,2014-04-28,20:34:00,,314,480
1285,False,4,40,0,2,0,0,2,2,1,0,1,2,3,,"25.257641,55.306935",Um Hurrair,-,-,-,1,i4002,i4,2014-04-28,18:21:00,,314,480
1286,False,3,21,0,2,0,0,2,2,1,0,1,4,3,,"25.257582,55.306892",Umm Hurair,-,-,-,1,i4002,i4,2014-04-28,20:00:00,,314,480
1287,False,4,92,1,2,0,1,2,2,1,0,1,4,3,,"25.256961,55.307407",Umm Hurair,-,-,-,1,i4002,i4,2014-04-28,20:16:00,,314,480
1288,False,4,92,0,3,0,0,3,2,1,0,1,4,3,,"25.257000,55.307407",Um hurrair,-,-,-,1,i4002,i4,2014-04-28,20:38:00,,314,480
1289,False,4,92,0,2,0,0,2,2,2,0,1,5,3,,"25.257020,55.307450",Um HUrrair,-,-,-,1,i4002,i4,2014-04-28,21:01:00,,314,480
1291,False,3,92,0,3,0,0,1,2,0,0,2,3,3,,"25.256030,55.306828",Umm Hurrair,2,-,-,1,i4003,i4,2014-04-28,19:38:00,,314,480
1292,False,3,92,0,2,0,0,2,2,1,0,3,1,3,,"25.256010,55.306742",Umm Hurrair,2,-,-,1,i4003,i4,2014-04-28,20:08:00,,314,480
1293,False,4,190,0,1,0,0,1,2,0,0,3,1,3,,"25.255661,55.306742",Umm Hurrair,9,0,-,1,i4003,i4,2014-04-28,20:46:00,,314,480
1294,False,4,190,0,2,0,0,2,2,0,0,3,1,3,,"25.255700,55.306699",Umm Hurrair,-,-,-,1,i4003,i4,2014-04-28,21:00:00,,314,480
1295,False,4,190,0,2,0,0,2,2,2,0,3,2,3,,"25.255758,55.306613",Umm Hurrair,-,-,-,1,i4003,i4,2014-04-28,21:05:00,,314,480
1296,False,3,30,0,2,0,0,2,1,0,0,2,2,3,,"25.162144,55.215826",Umm Suqeim 1,-,Hamria Palce,-,1,i4005,i4,2014-04-28,18:06:00,,356,638
1297,False,5,75,0,6,0,0,6,2,0,1,1,1,3,,"25.257456,55.307000",umm hurair 1,street 2,2,,1,i4008,i4,2014-04-28,18:40:00,,314,480
1298,False,3,60,0,2,0,0,2,2,0,0,1,3,3,,"25.254807,55.305766",umm hurair,-,-,,1,i4008,i4,2014-04-28,20:09:00,,314,483
1299,False,4,40,0,1,0,0,1,3,0,0,2,1,3,,"25.257718,55.306914",Umm Hurair,-,-,-,1,I4010,i4,2014-04-28,18:19:00,,314,480
1300,False,4,40,0,3,0,0,1,3,0,0,2,2,3,,"25.257641,55.306785",Umm Hurair,-,-,-,1,I4010,i4,2014-04-28,18:35:00,,314,480
1301,False,4,40,0,2,0,0,2,2,0,0,2,2,3,,"25.257602,55.306978",Umm Hurair,-,-,-,1,I4010,i4,2014-04-28,19:02:00,,314,480
1302,False,3,92,0,4,0,0,4,2,2,0,2,2,3,,"25.256069,55.306892",Umm Hurair,-,-,-,1,I4010,i4,2014-04-28,19:59:00,,314,480
1303,False,3,92,3,3,0,3,3,2,1,0,2,2,3,,"25.255933,55.307000",Umm Hurair,-,-,-,1,I4010,i4,2014-04-28,20:15:00,,314,480
1304,False,4,120,0,4,0,0,4,2,1,0,2,2,3,,"25.255739,55.306592",Umm Hurair,-,-,-,1,I4010,i4,2014-04-28,21:34:00,,314,480
1305,False,4,120,0,1,0,0,1,2,0,0,2,2,3,,"25.255797,55.306678",Umm Hurair,-,-,-,1,I4010,i4,2014-04-28,21:48:00,,314,480
1306,False,3,24,0,3,0,0,3,2,2,0,2,2,3,,"25.255719,55.306656",Umm Hurair,-,-,-,1,I4010,i4,2014-04-28,21:55:00,,314,480
1307,False,2,1,0,10,0,0,10,3,4,0,1,6,1,,"25.238116,55.323544",Umm Hurair 2,-,-,Rashid Hospital,1,i4014,i4,2014-04-28,19:01:00,,315,505
1308,False,2,50,3,3,0,3,3,3,1,0,1,5,3,,"25.235787,55.319746",Umm Hurair 2,-,-,Rashid Hospital,1,i4014,i4,2014-04-28,20:35:00,,315,505
1310,False,3,50,2,3,0,2,3,3,2,0,2,4,3,,"25.239456,55.323200",Umm Hurair 2,,,,1,i4018,i4,2014-04-28,20:38:00,,315,505
1311,False,4,60,0,3,0,0,3,2,1,0,2,3,3,,"25.244094,55.311549",Umm Huraira,-,AlHamriya Palac,-,1,i4019,i4,2014-04-28,18:46:00,,319,503
1312,False,3,60,0,4,0,0,2,2,0,0,1,6,3,,"25.255127,55.305187",Umm Hurair 1,-,-,-,1,i4019,i4,2014-04-28,20:03:00,,314,483
1313,False,3,40,0,4,0,0,3,2,1,0,2,5,3,,"25.257485,55.307086",Umm Hurair ,-,-,-,1,i4021,i4,2014-04-28,18:23:00,,314,480
1314,False,4,92,1,2,0,1,2,2,1,0,2,5,3,,"25.256884,55.307472",Umm Hurair ,-,-,-,1,i4021,i4,2014-04-28,19:59:00,,314,480
1315,False,4,92,1,3,0,1,3,2,2,0,2,6,3,,"25.256884,55.307429",Umm Hurair,-,-,-,1,i4021,i4,2014-04-28,20:30:00,,314,480
1316,False,10,120,0,4,0,0,3,2,1,0,2,6,3,,"25.107712,55.150294",Palm Jumeirah,-,Al Dabas,-,1,i4003,i4,2014-04-29,17:05:00,,381,892
1317,False,12,144,0,2,0,0,2,2,2,0,4,8,3,,"25.107032,55.151367",Palm Jumeirah,-,Al Nafura,-,1,i4003,i4,2014-04-29,18:47:00,,381,892
1318,False,12,144,1,3,0,1,3,2,1,0,4,8,3,,"25.107091,55.151153",Palm Jumeirah,-,-,-,1,i4003,i4,2014-04-29,18:57:00,,381,892
1319,False,10,120,0,2,0,0,2,2,2,0,9,9,3,,"25.113056,55.140746",Palm Jumeirah,-,-,-,1,i4003,i4,2014-04-29,19:40:00,,381,892
1320,False,10,120,1,2,0,1,2,2,1,0,4,8,3,,"25.113658,55.135875",Palm ,-,-,-,1,i4003,i4,2014-04-29,20:56:00,,381,892
1321,False,40,407,0,2,0,0,2,2,0,0,2,3,3,,"25.078097,55.151056",jlt,-,-,-,1,I4015,i4,2014-04-29,17:12:00,,393,834
1322,False,40,407,0,1,0,0,1,2,1,0,2,4,3,,"25.078224,55.150959",jlt,,,,1,I4015,i4,2014-04-29,17:53:00,,393,834
1323,False,40,407,0,1,0,0,1,2,0,0,2,4,3,,"25.078126,55.150927",JUMEIRAH LAKE TOWERS,,-,-,1,I4015,i4,2014-04-29,18:21:00,,393,834
1324,False,40,407,0,2,0,0,2,2,0,0,3,5,2,,"25.078136,55.151153",JLT,-,-,-,1,I4015,i4,2014-04-29,18:33:00,,393,834
1325,False,40,407,0,1,0,0,1,2,1,0,2,4,3,,"25.078156,55.151120",JUMEIRAH LAKE TOWERS,-,-,-,1,I4015,i4,2014-04-29,18:58:00,,393,834
1326,False,40,407,0,1,0,0,1,2,1,0,2,5,3,,"25.078185,55.151078",JUMEIRAH LAKE TOWERS,-,-,-,1,I4015,i4,2014-04-29,19:15:00,,393,834
1327,False,18,702,0,2,0,0,2,2,1,0,2,5,3,,"25.068778,55.139308",JUMEIRAH LAKE TOWERS,,,,1,I4015,i4,2014-04-29,22:02:00,,393,835
1328,False,18,702,0,2,0,0,2,2,0,0,2,5,3,,"25.068963,55.139812",JUMEIRAH LAKE TOWERS,,GOLD CREST EXECUTIVE TOWERS,,1,I4015,i4,2014-04-29,22:11:00,,393,835
1329,False,18,702,0,1,0,0,1,1,1,0,2,5,3,,"25.068933,55.139716",JUMEIRAH LAKE TOWERS,-,-,-,1,I4015,i4,2014-04-29,22:19:00,,393,835
1330,False,18,702,0,1,0,0,1,1,1,0,2,6,3,,"25.068914,55.139641",JUMEIRAH LAKE TOWERS,,GOLD CREST EXECUTIVE TOWERS,,1,I4015,i4,2014-04-29,22:26:00,,393,835
1331,False,40,407,0,5,0,0,5,2,2,0,3,9,3,,"25.078185,55.150970",JLT,-,-,-,1,I4011,i4,2014-04-29,17:07:00,,393,834
1333,False,39,702,0,1,0,0,1,2,1,0,3,4,3,,"25.069011,55.139651",Jlt,-,-,-,1,I4011,i4,2014-04-29,20:42:00,,393,835
1334,False,40,407,0,1,0,0,1,2,1,0,3,6,3,,"25.078214,55.151045",JLT,-,-,-,1,i4016,i4,2014-04-29,17:16:00,,393,834
1335,False,40,407,0,1,0,0,1,2,0,0,2,6,3,,"25.078126,55.151024",JLT,-,-,-,1,i4016,i4,2014-04-29,17:47:00,,393,834
1336,False,40,407,0,2,0,0,2,2,0,0,3,8,3,,"25.078156,55.150949",JLT,-,-,-,1,i4016,i4,2014-04-29,18:24:00,,393,834
1337,False,40,407,0,2,0,0,2,2,0,0,2,10,3,,"25.078185,55.150895",JLT,-,-,-,1,i4016,i4,2014-04-29,19:00:00,,393,834
1338,False,40,407,0,1,0,0,1,2,1,0,3,6,3,,"25.078233,55.151013",JLT,-,-,-,1,i4016,i4,2014-04-29,19:14:00,,393,834
1339,False,2,45,1,4,0,1,4,2,1,0,3,2,3,,"25.236389,55.320454",Umm Hurair 2,-,Block D,-,1,I4009,i4,2014-04-29,13:16:00,,315,505
1340,False,12,144,0,1,0,0,1,2,1,0,9,7,3,,"25.106119,55.149908",Palm Jumeirah,-,-,-,1,I4009,i4,2014-04-29,18:18:00,,381,892
1341,False,10,12,1,2,0,1,2,2,2,0,4,6,3,,"25.113580,55.142291",Palm ,-,Al Msalli,-,1,I4009,i4,2014-04-29,20:56:00,,381,892
1343,False,40,407,0,1,0,0,1,1,1,0,1,1,3,,"25.078233,55.150981",JLT,-,Gold Crest View,-,1,i4005,i4,2014-04-29,18:41:00,,393,834
1345,False,39,702,0,1,0,0,1,2,0,0,1,5,3,,"25.069040,55.139651",JLT,-,-,-,1,i4005,i4,2014-04-29,21:02:00,,393,835
1346,False,12,144,0,1,0,0,1,2,1,0,2,4,3,,"25.106236,55.149865",Palm Jumeira,-,-,-,1,i4007,i4,2014-04-29,17:15:00,,381,892
1347,False,4,32,1,5,0,1,5,2,2,0,1,3,3,,"25.255040,55.305390",Umm Hurair 1,2 Street,A,-,1,i4004,i4,2014-04-29,00:24:00,,314,483
1348,False,12,144,0,1,0,0,1,2,1,0,4,5,3,,"25.106022,55.150080",Palm Jumeria,-,-,-,1,i4004,i4,2014-04-29,17:09:00,,381,892
1350,False,12,144,0,3,0,0,3,2,4,0,4,8,3,,"25.106022,55.150080",Palm Jumeria,-,-,-,1,i4004,i4,2014-04-29,18:05:00,,381,892
1351,False,12,144,0,4,0,0,4,2,1,0,4,4,3,,"25.105459,55.149179",palm jumairah,-,20,,1,i4008,i4,2014-04-29,17:11:00,,381,892
1352,False,12,144,0,5,0,0,5,2,2,0,4,10,3,,"25.105536,55.149136",palm jumairah,-,20,-,1,i4008,i4,2014-04-29,18:59:00,,381,892
1354,False,12,144,1,2,0,1,2,1,2,0,4,5,3,,"25.106041,55.149951",Palm Jumeirah,-,Al Khuskhar,-,1,i4014,i4,2014-04-29,18:21:00,,381,892
1355,False,12,144,0,4,0,0,4,1,5,0,4,9,3,,"25.106022,55.149972",Palm Jumierah,-,Al Khuskhar,-,1,i4014,i4,2014-04-29,20:01:00,,381,892
1356,False,40,407,1,3,0,1,3,2,3,0,3,7,3,,"25.078214,55.151056",Jumeirah Lake Towers,,,,1,i4018,i4,2014-04-29,17:04:00,,393,834
1357,False,40,407,0,1,0,0,1,2,1,0,3,10,3,,"25.078224,55.151035",JLT,,,,1,i4018,i4,2014-04-29,17:45:00,,393,834
1358,False,40,407,0,2,0,0,2,3,1,0,3,3,3,,"25.078224,55.151035",JLT,,,,1,i4018,i4,2014-04-29,18:25:00,,393,834
1359,False,40,407,1,2,0,1,2,2,1,0,2,10,3,,"25.078224,55.151035",JLT,,,,1,i4018,i4,2014-04-29,19:00:00,,393,834
1360,False,39,702,0,1,0,0,1,2,0,0,1,5,3,,"25.068943,55.139608",JLT,,,,1,i4018,i4,2014-04-29,20:41:00,,393,835
1361,False,40,407,0,2,0,0,2,2,1,0,1,10,3,,"25.078243,55.150981",JLT,-,-,-,1,i4019,i4,2014-04-29,17:42:00,,393,834
1362,False,40,407,0,2,0,0,2,2,1,0,1,5,3,,"25.078194,55.150992",JLT,-,-,-,1,i4019,i4,2014-04-29,19:10:00,,393,834
1363,False,39,702,0,1,0,0,1,2,1,0,1,4,3,,"25.068933,55.139694",JLT,-,-,-,1,i4019,i4,2014-04-29,20:37:00,,393,835
1364,False,10,120,0,4,0,0,4,2,3,0,2,7,3,,"25.107188,55.149693",Palm jumairah,-,-,-,1,I4001,i4,2014-04-29,17:38:00,,381,892
1365,False,10,120,0,2,0,0,2,2,2,0,2,9,3,,"25.113075,55.140896",Palm jumairah,-,-,-,1,I4001,i4,2014-04-29,20:28:00,,381,892
1366,False,10,120,0,1,0,0,1,2,1,0,2,7,3,,"25.113133,55.140789",palm jumairah,-,-,-,1,I4001,i4,2014-04-29,21:01:00,,381,892
1367,False,10,120,0,2,0,0,2,2,1,0,2,8,3,,"25.107557,55.150380",palm jumairah,-,-,-,1,i4002,i4,2014-04-29,17:40:00,,381,892
1368,False,10,120,0,3,0,0,3,1,3,0,3,10,3,,"25.107674,55.150466",Palm Jumeira,-,-,-,1,i4002,i4,2014-04-29,17:55:00,,381,892
1369,False,10,120,0,2,0,0,2,1,2,0,3,9,3,,"25.113036,55.140767",Palm Jumeira,-,-,-,1,i4002,i4,2014-04-29,20:27:00,,381,892
1370,False,10,120,0,4,0,0,4,1,2,0,3,7,3,,"25.113094,55.140896",Palm Jumeira,-,-,-,1,i4002,i4,2014-04-29,20:36:00,,381,892
1373,False,10,120,0,1,0,0,1,2,1,0,2,2,3,,"25.107693,55.150166",Palm Jumierah,-,-,-,1,I4010,i4,2014-04-29,17:53:00,,381,892
1374,False,10,120,2,3,0,2,3,2,2,0,2,3,3,,"25.107596,55.150166",Palm Jumierah,-,-,-,1,I4010,i4,2014-04-29,18:23:00,,381,892
1375,False,10,120,0,6,0,0,6,2,3,0,2,4,3,,"25.107596,55.150187",Palm Jumierah,-,-,-,1,I4010,i4,2014-04-29,18:49:00,,381,892
1376,False,10,120,0,1,0,0,1,2,1,0,3,2,3,,"25.113736,55.136132",Palm Jumierah,-,-,-,1,I4010,i4,2014-04-29,20:01:00,,381,892
1377,False,10,120,0,2,0,0,2,2,2,0,2,3,3,,"25.113736,55.136197",Palm Jumierah,-,-,-,1,I4010,i4,2014-04-29,21:04:00,,381,892
1378,False,10,120,0,4,0,0,4,2,2,0,2,3,3,,"25.113697,55.136175",Palm Jumierah,-,-,-,1,I4010,i4,2014-04-29,21:14:00,,381,892
1379,False,10,120,0,5,0,0,5,3,1,0,2,8,3,,"25.113056,55.140681",palm jumairah,,-,-,1,i4001,i4,2014-04-30,18:16:00,,381,892
1380,False,10,120,0,2,0,0,2,2,1,0,2,8,3,,-1,Palm Jumeira,-,-,-,1,i4002,i4,2014-04-30,18:25:00,,381,892
1381,False,10,120,0,3,0,0,3,1,2,0,2,9,3,,"25.109519,55.145638",Palm Jumeira,-,-,-,1,i4002,i4,2014-04-30,18:34:00,,381,892
1382,False,10,120,0,2,0,0,2,1,1,0,2,7,3,,"25.109267,55.145874",Palm Jumeira,-,-,-,1,i4002,i4,2014-04-30,18:47:00,,381,892
1385,False,10,120,0,3,0,0,3,2,2,0,2,8,3,,"25.107946,55.147483",Palm Jumeira,-,-,-,1,i4002,i4,2014-04-30,20:25:00,,381,892
1386,False,10,120,0,2,0,0,2,1,1,0,2,8,3,,"25.108159,55.147526",Palm Jumeira,-,-,-,1,i4002,i4,2014-04-30,20:39:00,,381,892
1387,False,10,120,0,2,0,0,2,2,1,0,4,2,3,,"25.113114,55.140574",Palm Jumeirah,-,-,-,1,i4003,i4,2014-04-30,17:41:00,,381,892
1388,False,10,140,0,3,0,0,3,2,1,0,4,7,3,,"25.112414,55.141604",Palm Jumeirah ,-,Al Anbara,-,1,i4003,i4,2014-04-30,19:10:00,,381,892
1389,False,10,144,0,2,0,0,2,2,1,0,4,7,3,,"25.112531,55.141454",Palm Jumeirah,-,Al Anbara,-,1,i4003,i4,2014-04-30,19:38:00,,381,892
1391,False,1,2,0,2,0,0,2,1,3,2,9,7,1,,"25.056212,55.161002",Jumeria Islands,Cluster 20,11,-,1,i4004,i4,2014-04-30,19:02:00,,393,825
1392,False,2,1,0,5,0,0,5,2,4,0,9,10,1,,"25.054443,55.166452",Jumeria Islands,Cluster 25,7,-,1,i4004,i4,2014-04-30,20:13:00,,393,825
1393,False,2,7,0,2,0,0,2,2,2,0,4,10,1,,"25.057397,55.161195",jumairah island,-,6,,1,i4008,i4,2014-04-30,17:41:00,,393,825
